id,x,y
521_Guys_Promenade_parc,-1.7117015,11.173187
522_Spanien_um_1600_Stillleben,-7.903967,2.2745767
523_Goya_Spielende_Kinder_I,2.0604136,12.020443
524_Goys_Spielende_Kinder_II,2.3051577,12.199741
525_Strozzi_Heilige_Katharina,2.3093333,0.5079634
526_Kirchner_Schreitende,-3.3469188,5.925488
527_Kirchner_Taenzerinnen,-3.5420198,5.1586123
528_Braque_Verre,-6.5643325,6.0879784
529_Theotokopoulos_Geburt_Maria,3.4591758,8.093738
530_Guys_Carrosse,-1.6939247,10.953793
531_Guys_Promenade_a_cheval,-1.5177796,11.575444
532_Guys_Revue,-1.2305504,12.279318
533_Guys_Rue_de_la_Lune,-2.7938569,1.4768257
534_Guardi_Kreuzigung,4.4302287,8.577776
535_Chavannes_Concordia,2.8741186,9.05802
536_Cezanne_Le_Vase,-7.8613205,1.4425688
537_Rubens_Reiterschlacht,1.7399337,10.993759
538_Toulouse-Lautrec_Regisseur,-2.4760764,1.2447878
539_Gauguin_Offrande_Opfergabe_hires,-4.7147694,0.72538906
540_Salzburg_Thronende_Muttergottes,19.59398,6.8575397
542_Russ_Ravensburg_Hl_Elisabeth,21.186008,3.8597157
543_Sueddeutschland_Stehende_Muttergottes,19.378426,5.6051097
544_Riemenschneider_Stehende_Muttergottes,19.640837,6.652118
545_Mittelrhein_Pieta,20.476862,5.2579646
546_Ulm_Heiliger_Georg,21.204899,2.819908
547_Salzburg_Stehende_Muttergottes,19.740332,6.3478084
548_Antwerpen_Hl_Maria_Magdalena,20.95179,3.1973808
549_Flandern_Die_Kroenung_der_Jungfrau,18.811275,4.82094
550_Mittelrhein_Jungfrau_der_Verkuendigung,19.782286,5.722989
551_Riemenschneider_Jungfrau_der_Verkuendigung,20.63337,4.46757
552_Sueddeutschland_Klagender_Johannes,19.892492,3.8333395
553_Syrlin_Heilige_Barbara,20.651787,3.8709846
554_Syrlin_Heilige_Katharina,21.151518,3.7873228
555_Vorarlberg_Junger_Heiliger,20.642344,2.2429645
556_Mittelrhein_Heilige_mit_Buch,20.124256,4.1572566
557_Boehmen_Stehende_Muttergottes,19.288517,6.541344
558_Elsass_Anbetung_der_Koenige,17.103638,6.337319
559_Weckmann_Stehende_Muttergottes,19.181969,5.648518
560_Leinberger_Heiliger_Georg_zu_Pferd,19.39943,3.87043
561_Syrlin_Jungfrau_der_Verkuendigung,20.833519,3.9498067
562_Thueringen_Stehende_Muttergottes,19.573135,8.143051
563_Auvergne_Thronende_Muttergottes,19.559313,9.022667
564_Tirol_Heiliger_Ulrich,21.423569,3.626054
565_Schwaben_Thronender_Christus,20.716211,3.7065682
566_Riemenschneider_Diakon_I,20.163965,3.3516908
567_Riemenschneider_Diakon_II,20.71327,3.1656792
568_Schwaben_Stehende_Muttergottes,19.728327,6.9287586
569_Bodensee_Kruzifix,18.860899,5.3194985
570_Nuernberg_Ein_Paar_Leuchterengel,20.576817,4.8966923
571_Sachsen_Dornenkroenung,17.767963,6.106041
572_Sachsen_Kreuztragung,18.074797,6.027533
573_Salzburg_Geburt_Christi,18.173916,5.805306
574_Ulm_Stehende_Muttergottes,19.420382,8.534064
575_Greiff_Ein_Paar_Stehende_Engel,20.183327,5.383814
576_Niederbayern_Stehende_Muttergottes,19.568062,8.725808
577_Bayern_Heiliger_Bischof,21.214561,4.317779
578_Bayern_Ein_Paar_Leuchterengel,20.35068,4.8734436
579_Salzburg_Muttergottes_Mondsichel,19.49685,4.3803315
580_Sueddeutschland_Johannes_der_Taeufer,20.056059,3.2996428
581_Tirol_Beweinung_Christi,17.616148,6.604718
582_Bayern_Kopf_einer_Heiligen,20.565786,4.0378547
583_Oberitalien_Thronende_Muttergottes,20.472986,5.853062
584_Spanien_Thronende_Muttergottes,19.753134,6.2751956
585_Flandern_Die_Anbetung_der_Hirten,18.670065,7.419516
586_Oberbayern_Thronende_Muttergottes,19.326359,8.279769
587_Bayern_Oesterreich_Vesperbild,18.797653,8.98112
588_Oberrhein_Heiliger_Christophorus,19.070223,3.6632857
589_Niederland_Stehender_Knappe,20.828346,1.8912063
590_Umkreis_Sluter_Jungfrau,21.354864,3.9754272
591_Oberoesterreich_Beweinung,18.443754,8.017172
592_Oesterreich_Jungfrau_der_Verkuendigung,20.761086,5.4421215
593_Sueddeutschland_Heilige_Barbara,20.460066,4.4100304
594_Koeln_Stehende_Muttergottes,19.943369,6.701628
595_Schwaben_Heilige_Barbara,19.758345,5.3966107
596_Schwaben_Heiliger_Eligius,20.820791,2.5016794
597_Sueddeutschland_Heiliger_Pantaleon,20.59656,2.495175
598_Sueddeutschland_Muttergottes,19.068727,8.38403
599_Tirol_Heiliger_Mauritius,20.911942,1.9748349
600_Umkreis_Weckmann_Hl_Genovefa,19.88094,9.497718
601_Umkreis_Weckmann_Hl_Sebastian,19.707802,9.58386
602_Schwaben_Schutzmantelmadonna,19.22915,8.481165
603_Oberbayern_Vesperbild,18.757948,8.860119
604_Ile_de_France_Stehende_Muttergottes,19.823874,6.5510015
605_Schwaben_Hl_Barbara,19.495552,9.44264
606_Sueddeutschland_Engel,20.229103,2.3293066
607_Sueddeutschland_Jungfrau,20.965794,5.298649
608_Boehmen_Stehende_Muttergottes,20.188791,7.421273
609_Goetsch_Heilige_Theresa,20.536266,2.9634678
610_Sueddeutschland_Pieta,20.360357,5.9625654
611_Mittelrhein_Stehende_Muttergottes,19.395607,9.177814
612_Augsburg_Sitzende_Mutergottes,19.573635,6.822072
613_Toskana_Heiliger_Sebastian,19.607296,2.7037506
614_Rhein_Mosel_Maria_lactans,19.92111,4.3246117
615_Weckmann_Heilige_Sippe,18.03485,7.571115
616_Bayern_Heilige_Barbara,19.783655,9.584704
617_Bayern_Thronende_Muttergottes,19.96383,6.8166423
618_Franken_Heiliger_Bischof,20.09462,9.087528
619_Sueddeutschland_Christkind,19.195597,4.7049403
620_Steiermark_Heiliger_Ritter,20.495354,1.7714343
621_Sueddeutschland_Heiliger_Georg,20.475348,2.3530376
622_Spanien_Thronender_Petrus,20.491365,3.5031912
623_Bayern_Tirol_Muttergottes,19.00564,6.72104
624_Oberrhein_Auferstehungs_Christus,19.34832,9.53186
625_Schweiz_Vesperbild,19.056356,8.802556
626_Lederer_Kleiner_Mann,20.511934,1.8662429
627_Auvergne_Heiliger_Michael,19.938381,8.982115
628_Ile_de_France_Muttergottes,18.78774,5.075791
629_Burgund_Nonne,19.995823,5.101027
630_Ostfrankreich_Stehende_Muttergottes,19.759226,8.875886
631_Lothringen_Thronende_Muttergottes,19.991982,4.528721
632_Glesker_Johannes,19.784315,3.7759736
633_Bayern_Heiliger_Michael,20.988985,4.0067315
