x,y,id
-1.5726327896118164,1.2226917743682861,GEM_81_12
-1.3406959772109985,1.3165462017059326,VII_59_513_x
0.8451391458511353,-0.7670853734016418,VII_59_777_x
-1.2420266891529639,1.4802324384073131,GEM_70_3
-1.249299032705271,1.5400474558988708,VII_59_775_x
-1.6933549642562866,0.46156778931617737,GEM_87_8
0.08684322983026505,-1.3807103633880615,GEM_74_4
-1.223262071609497,0.8706870675086975,VII_77_1_x
-1.2309893369674683,1.1516529321670532,VII_59_433_x
1.3973063230514526,-1.2451215982437134,GEM_89_3
1.121908187866211,0.06724315136671066,VII_59_259_x
1.6236108541488647,-0.6729300618171692,GEM_72_10
-1.4094971418380737,0.8912786245346069,VII_59_515_x
1.3384019136428833,-1.3489073514938354,GEM_75_19
1.5326264334069757,-0.5303893882435364,GEM_75_20
1.2395031452178955,-1.4545272588729858,GEM_70_2
-0.24205845594406128,1.4654544591903687,GS_2000_28_GM
-1.0628739595413208,0.31209471821784973,VII_59_806_x
0.5619339942932129,-0.5685442090034485,VII_65_1443_x
0.028526941314339638,-0.21603070199489594,GEM_81_8
0.9634972214698792,-1.5485382080078125,GEM_91_11
0.525189220905304,-1.0326733589172363,GEM_86_35
0.43614357709884644,0.844226598739624,VII_59_773_x
-0.10060877352952957,-1.3220244646072388,GEM_72_16
0.37149012088775635,-0.9006661772727966,VII_59_841_x
0.25623181462287903,1.2504770755767822,VII_59_804_x
1.602752447128296,-0.9640409350395203,GEM_69_26
1.6857850551605225,-1.0071841478347778,VII_61_454_x
-0.11515003442764281,-1.137220025062561,GEM_88_7
0.9032857418060303,-0.09683577716350555,GEM_74_10
0.1377997249364853,0.8238694667816162,VII_59_749_x
1.7445002794265747,-0.9575712084770203,GEM_80_32
1.1801375150680542,-0.02587131224572659,VII_59_261_x
0.04549006000161171,-1.1160399913787842,SM_2012-1240_KOU
-0.6409247517585754,0.30455219745635986,GEM_79_44
1.6449379920959473,-1.2677055597305298,GEM_75_7
1.3250490427017212,-1.5480877161026,GEM_68_14
0.05373075903259617,0.515561985790745,VII_60_286_x
-0.7670711278915405,0.33282470703125,VII_60_203_x
1.197523220668698,-1.2873626087620076,GEM_88_41
0.3811292052268982,0.7778630256652832,GEM_71_1
-0.971474289894104,-0.22472447156906128,GEM_88_4
-0.4198233779583106,1.6665648130363555,GS_08_2_GM
0.728188157081604,-0.24509362876415253,GEM_84_9
1.0144970417022705,-0.9300731420516968,GEM_73_2
0.1906423717737198,-1.0808565616607666,GEM_74_11
-0.1804102561095372,0.8589385912063243,VII_95_95_x
-1.5958430767059326,0.39121052622795105,GEM_93_6#
-0.03950349614024162,-0.10162946581840515,VII_62_195_x
-1.334433674812317,0.30027130246162415,SM_2012-0158
-0.933466374874115,0.4470955431461334,VII_59_940_x
-1.3796786069869995,0.2167034149169922,GEM_75_5
0.8083398342132568,-1.2909939289093018,GEM_66_12
-0.4499245882034302,-0.9821748733520508,GEM_71_5
1.081361174583435,-0.9987023472785951,GEM_64_9
-1.185492753982544,1.0272634029388428,GEM_89_10
-1.6485064029693604,0.8072195649147034,VII_59_512_x
-1.71489679813385,0.8941026926040649,VII_60_411_x
-0.022262938597640405,0.4811471754197383,VII_59_497_x
-0.6503515243530273,0.2375037968158722,GS_07_35_GM
0.645538866519928,-1.2736763954162598,SM_2011-2687
0.39780136942863464,-0.3070019483566284,VII_59_267_x
-0.05498440936207771,1.113664984703064,VII_60_282_x
0.3197730481624603,0.8949658870697021,GEM_89_11
1.5319621562957764,-1.5447113513946533,GEM_76_10
1.1756439208984375,-1.598222255706787,GEM_86_54
0.7239249348640442,-0.8689032196998596,VII_60_165_x
-1.4996697902679443,-0.04662848263978958,VII_59_758_x
0.387158066034317,-1.159559965133667,GS_08_5_GM
-1.1565780639648438,1.4166040420532227,GEM_84_2
1.4446135759353638,-1.0140178203582764,VII_59_235_x
-1.529534935951233,1.035347580909729,VII_59_514_x
-1.5611685514450073,0.652123212814331,GEM_80_7
-0.29506030678749084,1.1197986602783203,VII_60_111_x
-0.6994315981864929,-0.17692521214485168,VII_59_747_x
-0.29034581780433655,1.5490367412567139,GEM_89_24
0.7227004170417786,-0.03655390441417694,VII_59_237_x
-1.8551830053329468,0.5761386156082153,GEM_73_13
1.341676115989685,-0.9082199335098267,VII_75_130_x
-0.43728572130203247,0.7788238525390625,VII_60_662_x
0.12461721897125244,0.3250773549079895,GEM_84_1
-0.36725544929504395,-0.8836314678192139,GEM_66_22
-1.2366474866867065,0.6282444000244141,VII_59_809_x
0.7165629267692566,0.693571925163269,VII_60_273_x
0.007119356654584408,1.5037503242492676,SM_2018-09251
-0.35141799279154845,1.7252601159001515,GEM_89_25
-1.266275405883789,0.5594303607940674,VII_59_761_x
0.7105427980422974,-1.5008193254470825,GEM_85_2#
1.2495537996292114,-0.5920934081077576,GEM_64_3
0.36914733052253723,-1.2501676082611084,VII_59_830_x
1.0011066198349,0.21528500318527222,GEM_88_9
0.3103480339050293,-1.5832332372665405,GEM_86_6
1.4717569738539393,-0.47024081762485537,GEM_68_25
1.143811124230743,-1.3084497733062666,GEM_66_3
1.8208965063095093,-0.7384960651397705,GEM_80_17
0.936226487159729,-0.6180803179740906,GEM_66_21
0.5725001096725464,0.4134277403354645,GEM_80_2
-0.3279913067817688,-1.1008529663085938,GEM_76_31
1.3722776174545288,-1.7865499258041382,VII_59_249_x
-0.24716923097247454,0.8808787288902092,VII_59_745_x
-0.9846304655075073,0.7314014434814453,VII_60_230_x
1.0427535772323608,-1.7597270011901855,GEM_80_3
